IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
162.159.129.135,4,4,0.00,121.24,5.54,NRT
162.159.152.182,4,4,0.00,119.65,5.37,NRT
162.159.140.237,4,4,0.00,125.55,4.85,NRT
