IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
172.64.41.105,4,4,0.00,160.89,2.31,SJC
162.159.40.126,4,4,0.00,160.86,2.07,SJC
104.19.26.72,4,4,0.00,162.64,1.93,SJC
104.17.129.61,4,4,0.00,164.01,1.67,SJC
162.159.11.31,4,4,0.00,162.06,1.50,SJC
104.17.98.235,4,4,0.00,165.49,1.23,SJC
104.18.99.211,4,4,0.00,163.90,0.62,SJC
104.17.159.14,4,4,0.00,163.52,0.55,SJC
104.17.21.224,4,4,0.00,161.15,0.45,SJC
104.19.43.102,4,4,0.00,161.12,0.34,SJC
