IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
219.76.13.177,4,4,0.00,78.79,5.86,HKG
156.254.114.104,4,4,0.00,78.57,5.64,HKG
205.198.64.235,4,4,0.00,72.24,5.62,HKG
219.76.13.180,4,4,0.00,78.18,5.58,HKG
43.249.172.15,4,4,0.00,78.94,5.56,HKG
47.76.218.163,4,4,0.00,81.65,1.09,HKG
219.76.13.167,4,4,0.00,68.60,1.06,HKG
8.212.48.236,4,4,0.00,69.27,0.38,HKG
43.128.26.74,4,4,0.00,70.85,0.23,HKG
47.239.1.168,4,4,0.00,69.35,0.16,HKG
