IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
205.198.64.235,4,4,0.00,79.21,5.68,HKG
43.249.172.15,4,4,0.00,72.30,5.64,HKG
219.76.13.177,4,4,0.00,76.92,4.95,HKG
8.212.48.236,4,4,0.00,72.35,3.97,HKG
219.76.13.183,4,4,0.00,67.72,2.93,HKG
47.76.218.163,4,4,0.00,74.82,1.30,HKG
156.234.17.144,4,4,0.00,76.71,0.60,HKG
43.128.26.74,4,4,0.00,74.75,0.47,HKG
47.239.1.168,4,4,0.00,77.09,0.38,HKG
219.76.13.166,4,4,0.00,74.90,0.00,HKG
